ShootDay|Status|Production Date|Seq|Scene Number|Scene Intro|Location|SceneDesc|ScriptPage|Scene Page Length|Est. Master Shot Take (seconds)|Est Time for Full Cov|EstMin|Character|Num of Speaking Characters|Sub Location|Time|Shoot Location|Daily Scenes|First Scene of Day|ShootDay2|BILLY|AMITA|MAJOR|UMA|LORRAINE|DAVE|ANAND|A.J.|LEENA|AMY|JUSTIN|SANDEEP|STEVE|GERT|ASHA|DILIP|SUSIE|OFFICER MORRENO|T.V. NARRATOR’S VOICE|TEENAGERS|TEENAGER 1|TRACEY|JILL|LIBRARIAN|CHARLIE
CUT|Complete|Sequence B|14|INT. |POLICE STATION |INT. POLICE STATION - SAME TIME [DAY],(Major reports and registers at local police station.)|7|4/8|60|1020|20|OFFICER MORRENO(2),MAJOR(1)|2|SAME TIME [1]|Artspace, Maynard|1|14|CUT|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
9|Complete|11/20/2022|Sequence C|15|EXT. |OFFICE BUILDING|EXT. OFFICE BUILDING, PARKING LOT - NEXT NIGHT,(Office parking lot evening establishing shot.)|7|2/8|45|825|15|Amita|0|PARKING LOT|NEXT NIGHT|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|12|4|8|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence C|16|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, CORRIDOR - CONTINUOUS [NIGHT],(Amita working late at the office.)|8|1/8|38|790|15|AMITA|0|CORRIDOR|CONTINUOUS [2]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence C|17|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, AMITA’S CUBICLE - SAME TIME [NIGHT],(Amita gets ready to leave.)|8|2/8|45|825|15|AMITA, BILLY|0|AMITA’S CUBICLE|SAME TIME [2]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence C|18|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, LOBBY, SECURITY DESK - CONTINUOUS [NIGHT],(Amita gives Billy some chocolates.)|8|1 4/8|120|1440|25|AMITA(7),BILLY(8)|2|LOBBY, SECURITY DESK|CONTINUOUS [2]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9|Complete|11/20/2022|Sequence C|19|EXT. |OFFICE BUILDING|EXT. OFFICE BUILDING, PARKING LOT - MOMENTS LATER [NIGHT],(Amita leaves work in her car.)|9|3/8|52|912|20|BILLY(1), Amita|1|PARKING LOT|MOMENTS LATER [2]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|12|4|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1|Complete|10/27/2022|Sequence C|21|INT. |BILLY’S HOME|INT. BILLY’S HOME, KITCHEN - NIGHT,(Billy's upset that his exams results haven't arrived while his parents eat dinner.)|10|5/8|68|1144|40|DAVE(1),BILLY(2),AMY(1)|3|KITCHEN|NIGHT|1681 Main Street, Concord|19|21|4|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1|Complete|10/27/2022|Sequence C|22|INT. |BILLY’S HOME|INT. BILLY’S HOME, BEDROOM - CONTINUOUS [NIGHT],(Billy's security paraphernalia.)|10|2/8|45|825|15|BILLY(scene with no dialog)|0|BEDROOM|CONTINUOUS [2]|1681 Main Street, Concord|19|21|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence D|23|INT. |MAJOR’S PLACE |INT. MAJOR’S PLACE - LATER THAT NIGHT [NIGHT],(Billy visits Major and they talk about Major's latest deal.)|10|1 6/8|135|1545|45|MAJOR(11),BILLY(5)|2|LATER THAT NIGHT [2]|350 Lake St., BELMONT|15|23|5|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
10|Complete|12/03/2022|Sequence D|24|INT. |CONVENIENCE STORE |INT. CONVENIENCE STORE - NEXT DAY,(Billy meets Detective Candy at the convenience store.)|12|1 1/8|98|1286|25|BILLY(5),LORRAINE(6)|2|NEXT DAY|Artspace, Maynard|7|9.1|7|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence D|25|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, LOBBY - LATER [DAY],(Office food delivery for Amita.)|13|5/8|68|1076|20|DELIVERY PERSON(3),BILLY(3)|2|LOBBY|LATER [1]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence D|26|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, AMITA’S CUBICLE - CONTINUOUS [DAY],(Billy delivers food to Amita.)|14|6/8|75|1125|20|AMITA(5),BILLY(1)|2|AMITA’S CUBICLE|CONTINUOUS [1]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence D|27|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, MAGGIE’S CUBICLE - CONTINUOUS [DAY],(Billy delivers food to Maggie's desk.)|15|2/8|45|870|20|AMITA(1)|1|MAGGIE’S CUBICLE|CONTINUOUS [1]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence D|29|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, AMITA’S CUBICLE - CONTINUOUS [DAY],(Billy offers Amita the Bollywood magazine.)|15|5/8|68|1076|20|BILLY(2),AMITA(2)|2|AMITA’S CUBICLE|CONTINUOUS [1]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Not Done|11/12/2022|Sequence D|30|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, LOBBY - LATE EVENING [NIGHT],(Amita's car won't start and Billy comes to the rescue.)|15|2|150|1650|30|BILLY(7),AMITA(11)|2|LOBBY|LATE EVENING|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence E|31|INT. |AMITA’S HOUSE|INT. AMITA’S HOUSE, BEDROOM - NIGHT,(Amita and Leena hang out.)|17|3 1/8|218|2344|45|LEENA(19),AMITA(18),SANDEEP(1)|3|BEDROOM|NIGHT|Lakeshore Drv., Marlboro|28|3|3|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
1|Complete|10/27/2022|Sequence E|32|INT. |BILLY’S HOME|INT. BILLY’S HOME, LIVING ROOM - SAME TIME [NIGHT],(Billy's parents talk about Billy's future.)|21|5/8|68|1076|20|DAVE(3),AMY(3)|2|LIVING ROOM|SAME TIME [2]|1681 Main Street, Concord|19|21|4|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1|Complete|10/27/2022|Sequence E|33|INT. |BILLY’S HOME|INT. BILLY’S HOME, BEDROOM - CONTINUOUS [NIGHT],(Billy's cop fantasies.)|21|2/8|45|870|20|BILLY(1)|1|BEDROOM|CONTINUOUS [2]|1681 Main Street, Concord|19|21|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9|Complete|11/20/2022|Sequence E|34|EXT. |OFFICE BUILDING|EXT. OFFICE BUILDING, PARKING LOT - NEXT DAY, AFTERNOON,(Billy compromises Amita's car in the hope he can reprise the helpful encounter.)|21|2/8|45|825|15|Billy, Amita|0|PARKING LOT|NEXT DAY, AFTERNOON|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|12|4|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Complete|11/12/2022|Sequence E|35|INT. |OFFICE BUILDING|INT. OFFICE BUILDING, LOBBY - MINUTES LATER [DAY],(Amita arrives in the lobby to turn off her alarm.)|22|3/8|52|964|20|BILLY(2),AMITA(1)|2|LOBBY|MINUTES LATER [1]|First Parish Sudbury, 327 Concord Rd, Sudbury, MA|18|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9|Complete|11/20/2022|Sequence E|36|EXT. |PARKING LOT |EXT. PARKING LOT - NIGHT [NIGHT],(As she leaves, Amita discovers he car won't start yet again.)|22|1/8|38|790|15|Amita|0|NIGHT [2]|Artspace, Maynard|0|36|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9|Complete|11/20/2022|Sequence E|37|EXT. |AMITA’S CAR |EXT. AMITA’S CAR - MOMENTS LATER [NIGHT],(Billy has a look at her car, but since she's beside him, he can't undo what he did earlier.)|22|3/8|52|964|20|AMITA(2),BILLY(1)|2|MOMENTS LATER [2]|Artspace, Maynard|0|36|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Not Done|11/12/2022|Sequence E|38|INT. |BILLY’S CAR |INT. BILLY’S CAR - LATER [NIGHT],(Billy gives Amita a ride.)|22|6/8|75|1125|20|AMITA(4),BILLY(2)|2|LATER [2]|Artspace, Maynard|10|6|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Not Done|11/12/2022|Sequence E|39|EXT. |SMALL TOWN ROAD |EXT. SMALL TOWN ROAD - CONTINUOUS [NIGHT],(Billy driving Amita home.)|23|1/8|38|790|5|AMITA(4),BILLY(2)|0|CONTINUOUS [2]|Maynard, Ma|10|6|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Not Done|11/12/2022|Sequence E|40|INT. |BILLY’S CAR |INT. BILLY’S CAR - MOMENTS LATER [NIGHT],(Billy tells Amita about Major.)|23|4/8|60|1020|15|BILLY(3),AMITA(2)|2|MOMENTS LATER [2]|Artspace, Maynard|0|36|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|41|EXT. |AMITA’S HOUSE |EXT. AMITA’S HOUSE - NIGHT,(Billy Leaves Amita to her house.)|24|1/8|38|790|15|AMITA,BILLY,(scene with no dialog)|0|NIGHT|Lakeshore Drv., Marlboro|28|3|3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|42|INT. |BILLY’S CAR |INT. BILLY’S CAR - SAME TIME [NIGHT],(Billy sees a Missing Person Poster.)|24|1/8|38|790|15|'BILLY,(scene with no dialog)|0|SAME TIME [2]|Artspace, Maynard|28|3|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|43|EXT. |BILLY’S CAR |EXT. BILLY’S CAR - CONTINUOUS [NIGHT],(Billy takes a closer look.)|24|1/8|38|790|15|BILLY,(scene with no dialog)|0|CONTINUOUS [2]|Artspace, Maynard|28|3|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|44|INT. |AMITA’S HOUSE|INT. AMITA’S HOUSE, DINNING ROOM - CONTINUOUS [NIGHT],(Amita arrives home late.)|24|3/8|52|964|20|UMA(1),AMITA(1)|2|DINNING ROOM|CONTINUOUS [2]|Lakeshore Drv., Marlboro|28|3|3|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|45|EXT. |AMITA’S HOUSE |EXT. AMITA’S HOUSE - CONTINUOUS [NIGHT],(Billy sees Amita undressing.)|24|2/8|45|825|15|BILLY,AMITA,(scene with no dialog)|0|CONTINUOUS [2]|Lakeshore Drv., Marlboro|28|3|3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|46|INT. |AMITA’S HOUSE|INT. AMITA’S HOUSE, BEDROOM - CONTINUOUS [NIGHT],(Amita gets dressed.)|24|2/8|45|825|15|AMITA,(scene with no dialog)|0|BEDROOM|CONTINUOUS [2]|Lakeshore Drv., Marlboro|28|3|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|47|EXT. |AMITA’S HOUSE |EXT. AMITA’S HOUSE - CONTINUOUS [NIGHT],(Billy goes back to his car.)|25|1/8|38|790|15|BILLY,(scene with no dialog)|0|CONTINUOUS [2]|Lakeshore Drv., Marlboro|28|3|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|48|INT. |AMITA’S HOUSE|INT. AMITA’S HOUSE, HALLWAY - CONTINUOUS [NIGHT],(Amita walks to the dining room.)|25|1/8|38|790|15|AMITA,(scene with no dialog)|0|HALLWAY|CONTINUOUS [2]|Lakeshore Drv., Marlboro|28|3|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence F|49|INT. |AMITA’S HOUSE|INT. AMITA’S HOUSE, DINNING ROOM - CONTINUOUS [NIGHT],(Amita joins the others for dinner.)|25|6/8|75|1200|25|AMITA(3),ANAND(2),UMA(1),ASHA,DILIP,SANDEEP|3|DINNING ROOM|CONTINUOUS [2]|Lakeshore Drv., Marlboro|28|3|3|0|1|0|1|0|0|1|0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence G|50|INT. |AMITA’S HOUSE|INT. AMITA’S HOUSE, BEDROOM - MOMENTS LATER [NIGHT],(Amita is angry at her parents.)|26|2/8|45|825|15|AMITA,(scene with no dialog)|0|BEDROOM|MOMENTS LATER [2]|Lakeshore Drv., Marlboro|28|3|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2|Complete|10/29/2022|Sequence G|51|EXT. |AMITA’S HOUSE |EXT. AMITA’S HOUSE - CONTINUOUS [NIGHT],(Amita leaves the house and sees Billy.)|26|5/8|68|1076|20|AMITA(4),BILLY(2)|2|CONTINUOUS [2]|Lakeshore Drv., Marlboro|28|3|3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|Not Done|11/12/2022|Sequence G|52|INT. |BILLY’S CAR |INT. BILLY’S CAR - CONTINUOUS [NIGHT],(Billy drives Amita to Major's house.)|26|3/8|52|912|10|BILLY(3),AMITA(2)|1|CONTINUOUS [2]|Artspace, Maynard|10|6|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence G|53|INT. |MAJOR’S PLACE |INT. MAJOR’S PLACE - NIGHT,(Billy and Amita at Major's house.)|27|2|150|1650|30|BILLY(12),AMITA(11)|2|NIGHT|350 Lake St., BELMONT|15|23|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence G|54|INT. |BILLY’S CAR |INT. BILLY’S CAR - CONTINUOUS [NIGHT],(Billy accidentally kills Amita.)|29|5/8|68|1008|20|BILLY(4)|1|CONTINUOUS [2]|Artspace, Maynard|15|23|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence G|55|INT. |MAJOR’S PLACE |INT. MAJOR’S PLACE - MOMENTS LATER [NIGHT],(Billy cxarries Amita's body back to Major's house.)|29|3/8|52|912|20|BILLY(3)|1|MOMENTS LATER [2]|350 Lake St., BELMONT|15|23|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence H|56|EXT. |MAJOR’S PLACE |EXT. MAJOR’S PLACE - AN HOUR LATER [NIGHT],(Major arrives.)|30|2/8|45|870|20|MAJOR(1)|1|AN HOUR LATER [2]|350 Lake St., BELMONT|15|23|5|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence H|57|INT. |MAJOR’S PLACE |INT. MAJOR’S PLACE - MOMENTS LATER [NIGHT],(Major walks in to see the murder scene.)|30|1 3/8|112|1384|25|MAJOR(10),BILLY(6)|2|MOMENTS LATER [2]|350 Lake St., BELMONT|15|23|5|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence H|58|INT. |MAJOR’S PLACE|INT. MAJOR’S PLACE, KITCHEN - CONTINUOUS [NIGHT],(Billy throws up.)|31|2/8|45|870|20|MAJOR(1)|1|KITCHEN|CONTINUOUS [2]|350 Lake St., BELMONT|15|23|5|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence H|59|EXT. |HOME DEPOT |EXT. HOME DEPOT - NIGHT,(Major and Billy arrive at Home Depot.)|31|1/8|38|790|15|(scene with no dialog)|0|NIGHT|Home Depot|15|23|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence H|60|INT. |HOME DEPOT |INT. HOME DEPOT - CONTINUOUS [NIGHT],(Major and Billy buy a shovel.)|32|1/8|38|790|15|(scene with no dialog)|0|CONTINUOUS [2]|Home Depot|15|23|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence H|61|INT. |BILLY’S CAR |INT. BILLY’S CAR - MINUTES LATER [NIGHT],(Major and Billy's car runs out of gas.)|32|3/8|52|964|20|MAJOR(1),BILLY(1)|2|MINUTES LATER [2]|Artspace, Maynard|15|23|5|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|Not Done|11/04/2022|Sequence H|62|EXT. |SMALL TOWN ROAD |EXT. SMALL TOWN ROAD - MINUTES LATER [NIGHT],(A.J. pushes Billy's car.)|32|5/8|68|1076|20|A.J.(2),MAJOR(1)|2|MINUTES LATER [2]|Maynard, Ma|10|6|9|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|Complete|11/04/2022|Sequence H|63|EXT. |GAS STATION |EXT. GAS STATION - MINUTES LATER [NIGHT],(Major fills up the car.)|33|7/8|82|1256|35|A.J.(5),MAJOR(1),BILLY(1)|3|MINUTES LATER [2]|Maynard, Ma|11|63|6|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|Complete|11/04/2022|Sequence H|64|INT. |GAS STATION |INT. GAS STATION - CONTINUOUS [NIGHT],(Major and A.J. in the gas station.)|33|4/8|60|1020|20|A.J.(2),SUSIE(2)|2|CONTINUOUS [2]|Maynard, Ma|11|63|6|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
3|Complete|11/04/2022|Sequence I|65|EXT. |GAS STATION |EXT. GAS STATION - MOMENTS LATER [NIGHT],(Major and Billy leave.)|34|1/8|38|790|15|(scene with no dialog)|0|MOMENTS LATER [2]|Maynard, Ma|11|63|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|Complete|11/04/2022|Sequence I|66|INT.|BILLY’S CAR|INT.,(Major and Billy arrive at a nature reserve.)|34|1|90|1230|25|MAJOR(6),BILLY(3)|2|Brian Car|10|6|9|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|Complete|11/04/2022|Sequence I|67|EXT. |RIVERBANK |EXT. RIVERBANK - MINUTES LATER [NIGHT],(Billy digs a shallow grave.)|35|4/8|60|960|20|MAJOR(4)|1|MINUTES LATER [2]|Maynard, Ma|11|63|6|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|Complete|11/04/2022|Sequence I|68|EXT. |BILLY’S CAR |EXT. BILLY’S CAR - MINUTES LATER [NIGHT],(Major and Billy take Amita from the trunk.)|36|1/8|38|790|15|(scene with no dialog)|0|MINUTES LATER [2]|Artspace, Maynard|11|63|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|Complete|11/04/2022|Sequence I|69|EXT. |SHALLOW GRAVE |EXT. SHALLOW GRAVE - MOMENTS LATER [NIGHT],(Major and Billy bury Amita.)|36|1/8|38|790|15|(scene with no dialog)|0|MOMENTS LATER [2]|Maynard, Ma|11|63|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|Complete|11/05/2022|Sequence I|70|INT. |BILLY’S CAR |INT. BILLY’S CAR - MINUTES LATER [NIGHT],(Billy leaves Major to his house.)|36|4/8|60|1020|20|MAJOR(2),BILLY(2)|2|MINUTES LATER [2]|Artspace, Maynard|15|23|5|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5|Complete|11/06/2022|Sequence I|71|INT. |POLICE STATION|INT. POLICE STATION, LORRAINE’S OFFICE - SAME TIME [NIGHT],(Lorraine and Moreno talk about the robbery.)|36|1 3/8|112|1384|45|OFFICER MORRENO(7),LORRAINE(8)|2|LORRAINE’S OFFICE|SAME TIME [2]|Artspace, Maynard|17|71|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
1|Complete|10/27/2022|Sequence I|72|INT. |BILLY’S HOME|INT. BILLY’S HOME, KITCHEN - LATER [NIGHT],(Billy arrives home covered in dirt.)|38|7/8|82|1174|25|DAVE(5),BILLY(4)|2|KITCHEN|LATER [2]|1681 Main Street, Concord|19|21|4|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
